time2	OAPM10	OAPM2.5	OAPM1
2021-01-20 오전 11:08:45	45.9	25.4	23.1
2021-01-20 오전 11:09:45	46.5	26.6	24.1
2021-01-20 오전 11:10:45	48.1	26.7	24.4
2021-01-20 오전 11:11:45	42.7	27.9	25
2021-01-20 오전 11:12:45	51.2	28.2	25
2021-01-20 오전 11:13:45	49.7	27.9	24.6
2021-01-20 오전 11:14:45	46.6	27.9	24.7
2021-01-20 오전 11:15:45	48.8	27.5	24.3
2021-01-20 오전 11:16:45	42.8	24.7	22.9
2021-01-20 오전 11:17:45	39.2	25.2	22.4
2021-01-20 오전 11:18:45	45	25.8	23.4
2021-01-20 오전 11:19:45	48.6	27.4	24.9
2021-01-20 오전 11:20:45	43.7	26.4	23
2021-01-20 오전 11:21:45	43.6	25.9	22.6
2021-01-20 오전 11:22:45	42.7	26.4	23.3
2021-01-20 오전 11:23:45	51.3	27.2	24.3
2021-01-20 오전 11:24:45	47.6	28.8	25.7
2021-01-20 오전 11:25:45	55.5	30	25.9
2021-01-20 오전 11:26:45	50.5	31.1	27.5
2021-01-20 오전 11:27:45	49	29.8	26.8
2021-01-20 오전 11:28:45	51.2	29.7	26.9
2021-01-20 오전 11:29:45	55.8	30.1	27.5
2021-01-20 오전 11:30:45	48.5	30.7	26.9
2021-01-20 오전 11:31:45	52.3	29	25.9
2021-01-20 오전 11:32:45	50	28.5	25.7
2021-01-20 오전 11:33:45	51.4	29.3	26.2
2021-01-20 오전 11:34:45	47.5	28.5	25.5
2021-01-20 오전 11:35:45	47.4	27.4	25.2
2021-01-20 오전 11:36:45	43.3	29.1	25.6
2021-01-20 오전 11:37:45	43.5	27.7	25.7
2021-01-20 오전 11:38:45	47.6	30	26.5
2021-01-20 오전 11:39:45	56.6	32.1	27.8
2021-01-20 오전 11:40:45	49.8	30.4	26.7
2021-01-20 오전 11:41:45	53.6	31.7	28.7
2021-01-20 오전 11:42:45	52.3	33.8	29.2
2021-01-20 오전 11:43:45	49	30.8	27.4
2021-01-20 오전 11:44:45	50.2	28.7	26.2
2021-01-20 오전 11:45:45	49.8	28.8	25.1
2021-01-20 오전 11:46:45	46.1	24.6	21.5
2021-01-20 오전 11:47:45	45.7	25.3	22.2
2021-01-20 오전 11:48:45	46.4	25.5	21.9
2021-01-20 오전 11:49:45	49.4	28.1	24.4
2021-01-20 오전 11:50:45	48.5	28.6	25.5
2021-01-20 오전 11:51:45	49.3	28.2	25.2
2021-01-20 오전 11:52:45	52.9	29.9	25.6
2021-01-20 오전 11:53:45	51.2	29.1	24.8
2021-01-20 오전 11:54:45	51.2	27.5	24.7
2021-01-20 오전 11:55:45	47.2	27.4	24.8
2021-01-20 오전 11:56:45	56.3	29.9	25.9
2021-01-20 오전 11:57:45	47.1	26.2	23.2
2021-01-20 오전 11:58:45	59.2	25.7	22.5
2021-01-20 오전 11:59:45	48.8	27.3	23.9
2021-01-20 오후 12:00:45	46.5	26.9	24.2
2021-01-20 오후 12:01:45	45.4	28.4	24.7
2021-01-20 오후 12:02:45	51.3	27.7	24.9
2021-01-20 오후 12:03:45	51.1	28.2	24.6
2021-01-20 오후 12:04:45	45.8	26.9	24
2021-01-20 오후 12:05:45	53.4	29.5	25.6
2021-01-20 오후 12:06:45	53.1	27.7	24.3
2021-01-20 오후 12:07:45	44	28.2	25
2021-01-20 오후 12:08:45	50.4	28.4	24.7
2021-01-20 오후 12:09:45	55.7	27	24.3
2021-01-20 오후 12:10:45	59.3	30.4	25.7
2021-01-20 오후 12:11:45	48.8	27.8	25
2021-01-20 오후 12:12:45	49.8	30.4	25.5
2021-01-20 오후 12:13:45	57.4	29.5	25.4
2021-01-20 오후 12:14:45	57.5	29.7	26.5
2021-01-20 오후 12:15:45	61.3	37.3	33.2
2021-01-20 오후 12:16:45	56.9	35.7	31.1
2021-01-20 오후 12:17:45	55.6	31.1	27.9
2021-01-20 오후 12:18:45	57.4	31.3	27.9
2021-01-20 오후 12:19:45	53.3	32	28.5
2021-01-20 오후 12:20:45	57.1	33.9	30.4
2021-01-20 오후 12:21:45	62.1	34.2	30
2021-01-20 오후 12:22:45	60	33.9	29.7
2021-01-20 오후 12:23:45	64.8	33.3	29.3
2021-01-20 오후 12:24:45	60.1	30.4	27.1
2021-01-20 오후 12:25:45	44.1	25.8	22.8
2021-01-20 오후 12:26:45	43.1	23	20.5
2021-01-20 오후 12:27:45	51.8	23.2	20.3
2021-01-20 오후 12:28:45	46.3	23.2	20.3
2021-01-20 오후 12:29:45	37.2	23	20.3
2021-01-20 오후 12:30:45	44.7	22.7	20.1
2021-01-20 오후 12:31:45	56.7	24.4	20.7
2021-01-20 오후 12:32:45	41.8	22.7	19.6
2021-01-20 오후 12:33:45	39.4	22.2	19.7
2021-01-20 오후 12:34:45	39.7	23.3	19.9
2021-01-20 오후 12:35:45	42.6	23.6	19.9
2021-01-20 오후 12:36:45	41.1	23.2	19.9
2021-01-20 오후 12:37:45	41.3	22.7	20.2
2021-01-20 오후 12:38:45	39.6	22.9	20
2021-01-20 오후 12:39:45	51.4	23	20.2
2021-01-20 오후 12:40:45	52.7	23.4	19.8
2021-01-20 오후 12:41:45	51.4	22.5	20.2
2021-01-20 오후 12:42:45	41.5	22.2	19.9
2021-01-20 오후 12:43:45	52.9	23.9	20.6
2021-01-20 오후 12:44:45	52.9	23.5	20.4
2021-01-20 오후 12:45:45	43.5	22.3	20.5
2021-01-20 오후 12:46:45	48.1	22.7	20
2021-01-20 오후 12:47:45	43.8	23.4	20.4
2021-01-20 오후 12:48:45	43.7	22.7	20.6
2021-01-20 오후 12:49:45	44.4	24.5	21
2021-01-20 오후 12:50:45	45	22.7	20.4
2021-01-20 오후 12:51:45	50.7	23.7	20.4
2021-01-20 오후 12:52:45	44.3	24.1	20.9
2021-01-20 오후 12:53:45	50.5	22.8	20.2
2021-01-20 오후 12:54:45	52.2	24.6	21.4
2021-01-20 오후 12:55:45	51.8	25.2	22.6
2021-01-20 오후 12:56:45	54	26.4	22.7
2021-01-20 오후 12:57:45	49.4	26.3	23.4
2021-01-20 오후 12:58:45	50.2	26.2	23.3
2021-01-20 오후 12:59:45	53.6	27	23.4
2021-01-20 오후 1:00:45	51.3	26.3	23.4
2021-01-20 오후 1:01:45	54.5	25.2	22.8
2021-01-20 오후 1:02:45	46.3	26.3	24.1
2021-01-20 오후 1:03:45	52.1	27.1	23.4
2021-01-20 오후 1:04:45	60.5	26.7	23.9
2021-01-20 오후 1:05:45	52.8	26.9	23.8
2021-01-20 오후 1:06:45	52.7	27.1	23.8
2021-01-20 오후 1:07:45	52.2	27.3	23.9
2021-01-20 오후 1:08:45	51.2	27.1	23.3
2021-01-20 오후 1:09:45	54.6	25.7	23.9
2021-01-20 오후 1:10:45	54.6	26.8	24.2
2021-01-20 오후 1:11:45	53	27.4	24.7
2021-01-20 오후 1:12:45	59.2	28.3	24.7
2021-01-20 오후 1:13:45	55.1	27.4	24.7
2021-01-20 오후 1:14:45	59.8	28	25.1
2021-01-20 오후 1:15:45	59.6	28.8	25.2
2021-01-20 오후 1:16:45	58.2	27.5	24.5
2021-01-20 오후 1:17:45	60.7	27.7	24.9
2021-01-20 오후 1:18:45	55.7	28.3	25
2021-01-20 오후 1:19:45	56.4	27.4	24.9
2021-01-20 오후 1:20:45	57.6	28.5	25.5
2021-01-20 오후 1:21:45	56.8	28.9	25.6
2021-01-20 오후 1:22:45	56.7	28.4	26
2021-01-20 오후 1:23:45	56.4	29.2	25.8
2021-01-20 오후 1:24:45	49.6	30	26.1
2021-01-20 오후 1:25:45	56.7	30	26.1
2021-01-20 오후 1:26:45	60.9	29.5	26.2
2021-01-20 오후 1:27:45	72.3	29.8	26.5
2021-01-20 오후 1:28:45	61.1	30.4	26.6
2021-01-20 오후 1:29:45	60.7	30.6	26.5
2021-01-20 오후 1:30:45	55.6	31.2	26.5
2021-01-20 오후 1:31:45	59.8	30.9	26.5
2021-01-20 오후 1:32:45	59.5	32	26.8
2021-01-20 오후 1:33:45	60.2	29.6	27.3
2021-01-20 오후 1:34:45	55	30.2	26.9
2021-01-20 오후 1:35:45	51.6	30.2	27.2
2021-01-20 오후 1:36:45	62.5	30.7	26.9
2021-01-20 오후 1:37:45	64.7	31.4	27.6
2021-01-20 오후 1:38:45	67.6	31.2	27.4
2021-01-20 오후 1:39:45	71.4	32.3	27.8
2021-01-20 오후 1:40:45	62.6	31.5	28.1
2021-01-20 오후 1:41:45	62.8	31.8	28
2021-01-20 오후 1:42:45	64.2	32	28.7
2021-01-20 오후 1:43:45	64.9	32.6	28.1
2021-01-20 오후 1:44:45	61.7	32.6	27.9
2021-01-20 오후 1:45:45	64.5	32.6	28.2
2021-01-20 오후 1:46:45	57.3	33.6	29.1
2021-01-20 오후 1:47:45	66.5	32.9	28.8
2021-01-20 오후 1:48:45	57.3	32.6	28.2
2021-01-20 오후 1:49:45	65.8	32.5	28.8
2021-01-20 오후 1:50:45	69.7	33.9	29.3
2021-01-20 오후 1:51:45	77.5	34.3	29.4
2021-01-20 오후 1:52:45	71.9	34.3	29.3
2021-01-20 오후 1:53:45	62.1	33.2	29.3
2021-01-20 오후 1:54:45	62.5	33.6	29.3
2021-01-20 오후 1:55:45	64.4	32.1	29.3
2021-01-20 오후 1:56:45	66.6	33.9	28.9
2021-01-20 오후 1:57:45	70.5	34.5	29.7
2021-01-20 오후 1:58:45	69.3	35.3	30.1
2021-01-20 오후 1:59:45	65.9	34.7	30.3
2021-01-20 오후 2:00:45	68.6	35.7	30.1
2021-01-20 오후 2:01:45	74.9	33.5	29.6
2021-01-20 오후 2:02:45	59.5	33.1	29.2
2021-01-20 오후 2:03:45	63.2	32.7	28.7
2021-01-20 오후 2:04:45	69.5	34.5	29.5
2021-01-20 오후 2:05:45	69.8	34.6	29.9
2021-01-20 오후 2:06:45	72.7	35.7	30.4
2021-01-20 오후 2:07:45	70.7	35	30.5
2021-01-20 오후 2:08:45	67.2	34.7	29.8
2021-01-20 오후 2:09:45	67.7	35.1	29.8
2021-01-20 오후 2:10:45	74.2	34.8	29.6
2021-01-20 오후 2:11:45	66.9	34.3	30.4
2021-01-20 오후 2:12:45	68	34.7	30.1
2021-01-20 오후 2:13:45	67.2	36	30.2
2021-01-20 오후 2:14:45	65.8	35.2	30.3
2021-01-20 오후 2:15:45	67.3	35.2	30.6
2021-01-20 오후 2:16:45	73.8	36.4	31.3
2021-01-20 오후 2:17:45	63	35.3	30.7
2021-01-20 오후 2:18:45	69.7	35	31.1
2021-01-20 오후 2:19:45	62.2	34.9	31.2
2021-01-20 오후 2:20:45	66.1	36.1	31.3
2021-01-20 오후 2:21:45	70.4	34.6	31.6
2021-01-20 오후 2:22:45	62.6	34.7	31
2021-01-20 오후 2:23:45	66.5	35.7	30.8
2021-01-20 오후 2:24:45	63.3	35.2	32
2021-01-20 오후 2:25:45	62.5	36	31.7
2021-01-20 오후 2:26:45	68.4	35.5	31.5
2021-01-20 오후 2:27:45	67.9	34.6	31.4
2021-01-20 오후 2:28:45	71.2	35.1	30.7
2021-01-20 오후 2:29:45	68.1	37.2	32.1
2021-01-20 오후 2:30:45	71	36.6	32.4
2021-01-20 오후 2:31:45	66.8	36.2	32.3
2021-01-20 오후 2:32:45	64.8	36.1	31.9
2021-01-20 오후 2:33:45	70.2	37.1	32
2021-01-20 오후 2:34:45	73.6	36.3	32
2021-01-20 오후 2:35:45	64.2	37.4	32.3
2021-01-20 오후 2:36:45	68.7	36.4	32.3
2021-01-20 오후 2:37:45	65.8	37.2	32.6
2021-01-20 오후 2:38:45	65.4	35.9	31.8
2021-01-20 오후 2:39:45	71.2	34.2	30.8
2021-01-20 오후 2:40:45	68.1	35.4	31.6
2021-01-20 오후 2:41:45	65.2	35.1	31.3
2021-01-20 오후 2:42:45	70.6	35.5	31.4
2021-01-20 오후 2:43:45	69.1	35	31.1
2021-01-20 오후 2:44:45	73.5	34.6	30.1
2021-01-20 오후 2:45:45	78.8	35.9	30
2021-01-20 오후 2:46:45	75.5	34.9	30.4
2021-01-20 오후 2:47:45	65.5	34	30.7
2021-01-20 오후 2:48:45	62.9	33.6	29.9
2021-01-20 오후 2:49:45	71.6	35.5	30.1
2021-01-20 오후 2:50:45	68.1	34.6	30.3
2021-01-20 오후 2:51:45	68.8	35.6	30
2021-01-20 오후 2:52:45	68.4	34	29.5
2021-01-20 오후 2:53:45	70.9	34.6	29.9
2021-01-20 오후 2:54:45	73.1	34.6	30
2021-01-20 오후 2:55:45	70.3	35.6	30.1
2021-01-20 오후 2:56:45	64.9	34.2	29.8
2021-01-20 오후 2:57:45	66.1	32.5	29.2
2021-01-20 오후 2:58:45	67.5	33.7	29.2
2021-01-20 오후 2:59:45	70.3	32.5	28.6
2021-01-20 오후 3:00:45	77.2	33.7	28.9
2021-01-20 오후 3:01:45	70.6	34	29.7
2021-01-20 오후 3:02:45	70.9	35	30.3
2021-01-20 오후 3:03:45	60.8	35.6	30.1
2021-01-20 오후 3:04:45	66.3	34.6	30.1
2021-01-20 오후 3:05:45	67.2	34.1	29.7
2021-01-20 오후 3:06:45	68.5	34.3	30.1
2021-01-20 오후 3:07:45	73.2	34.7	30
2021-01-20 오후 3:08:45	72.6	34.5	29.6
2021-01-20 오후 3:09:45	65.9	35.3	29.9
2021-01-20 오후 3:10:45	64.5	35.3	29.2
2021-01-20 오후 3:11:45	66.4	33.1	29.1
2021-01-20 오후 3:12:45	69.6	34.3	28.9
2021-01-20 오후 3:13:45	68.6	32.7	29.2
2021-01-20 오후 3:14:45	65.3	32.5	29.4
2021-01-20 오후 3:15:45	60	33.6	29
2021-01-20 오후 3:16:45	66.1	34.1	29.4
2021-01-20 오후 3:17:45	67.3	33.6	29.5
2021-01-20 오후 3:18:45	58.2	33	28.6
2021-01-20 오후 3:19:45	70.4	33.7	29.4
