time1,CAPM10,CAPM2.5,CAPM1,RAPM10,RAPM2.5,RAPM1,SAPM10,SAPM2.5,SAPM1,Filter,circulation,Flow rate,Purifier
2021-03-16 9:06,57.3,17.8,10.8,9.3,8.8,7.1,0.9,0.9,0.9,0,0,1,0
2021-03-16 9:06,57.4,21.6,10.5,9.3,9.1,7.4,1,1,1,0,0,1,0
2021-03-16 9:06,40.5,20.6,10.5,10.4,9.6,7.5,1,1,1,0,0,1,0
2021-03-16 9:06,52.5,17.6,10.8,7.6,7.6,7.2,1.1,1.1,1.1,0,0,1,0
2021-03-16 9:06,40.9,19.6,10.7,12.3,10.6,7.9,0.8,0.8,0.8,0,0,1,0
2021-03-16 9:06,47.4,28.2,10.7,10.1,9.7,7.6,3.7,3.7,3.2,0,0,1,0
2021-03-16 9:06,53.1,12.6,10.3,11.6,9.3,7.5,38.3,14.9,6.5,0,0,1,0
2021-03-16 9:06,45.8,25.7,10.7,10.3,9.5,7.3,38,8.7,4.5,0,0,1,0
2021-03-16 9:06,27.1,16.7,10.3,9.7,9.5,7.8,1.3,1.3,1.3,0,0,1,0
2021-03-16 9:06,38.6,19.9,10.4,7.4,7.4,7.2,1.3,1.3,1.3,0,0,1,0
2021-03-16 9:07,43.7,18.4,10.6,12.3,10.3,7.2,0.9,0.9,0.9,0,0,1,0
2021-03-16 9:07,37.8,22.8,10.4,9.6,9,7.9,0.7,0.7,0.7,0,0,1,0
2021-03-16 9:07,41.6,21,10.4,11.3,9.6,7.5,1.2,1.2,1.2,0,0,1,0
2021-03-16 9:07,57.6,17.5,9.5,10.4,9.7,7.5,1.1,1.1,1.1,0,0,1,0
2021-03-16 9:07,52.4,16.8,9.7,11,10,7.6,0.9,0.9,0.9,0,0,1,0
2021-03-16 9:07,42.6,15.4,9.9,7.9,7.9,7.4,1.5,1.5,1,0,0,1,0
2021-03-16 9:07,33.4,19,10.1,8.5,8.5,7.8,1,1,1,0,0,1,0
2021-03-16 9:07,36.2,16.5,10.4,9.8,9,7.6,0.8,0.8,0.8,0,0,1,0
2021-03-16 9:07,41.8,15.3,10.4,11.5,9.9,7.2,0.7,0.7,0.7,0,0,1,0
2021-03-16 9:07,44.2,18.6,10.4,8.8,8.6,7.1,0.9,0.9,0.9,0,0,1,0
2021-03-16 9:08,47.7,16.8,10,11.3,10.6,7.7,0.9,0.9,0.9,0,0,1,0
2021-03-16 9:08,41.9,20.3,10.5,11.8,10.1,7.6,0.8,0.8,0.8,0,0,1,0
2021-03-16 9:08,30.2,18.2,9.8,12.6,8.9,7.1,1.5,1.4,0.9,0,0,1,0
2021-03-16 9:08,48.1,20.9,10.3,15.1,11.9,7.8,1.5,1.4,1,0,0,1,0
2021-03-16 9:08,41.2,25.2,10,10.3,10,7.6,0.7,0.7,0.7,0,0,1,0
2021-03-16 9:08,39.9,18.2,10.2,9.6,9,7.3,1,1,1,0,0,1,0
2021-03-16 9:08,35.9,16.8,10.1,9.6,9.1,7.2,1,1,1,0,0,1,0
2021-03-16 9:08,45.1,23.9,10.7,14,9.4,7.9,1.1,1.1,1.1,0,0,1,0
2021-03-16 9:08,33.5,21.8,10.1,10.7,8.5,7.6,0.9,0.9,0.9,0,0,1,0
2021-03-16 9:08,35.6,16.8,10.4,9.8,9.1,7.5,0.7,0.7,0.7,0,0,1,0
2021-03-16 9:09,33.3,19.5,9.7,12.2,11.5,8,1.1,1.1,0.9,0,0,1,0
2021-03-16 9:09,41.3,20.5,10.2,9.8,9.4,7.5,1.1,1.1,1,0,0,1,0
2021-03-16 9:09,36.5,21.5,10.1,8.1,8.1,7.8,1.7,1.6,1,0,0,1,0
2021-03-16 9:09,39.8,18.7,10.6,10.4,9.1,7.4,31.4,13.1,5.9,0,0,1,0
2021-03-16 9:09,37.3,20.2,10,7.6,7.6,7.4,22.2,6.3,3.1,0,0,1,0
2021-03-16 9:09,36.5,19.3,10.2,11.7,9.6,7.1,1,1,1,0,0,1,0
2021-03-16 9:09,40.9,16.9,10.9,11.1,9.2,7.2,1,1,1,0,0,1,0
2021-03-16 9:09,31.4,22,10.2,11.3,10.7,7.9,0.9,0.9,0.9,0,0,1,0
2021-03-16 9:09,41.6,18.3,10.5,14,10.4,7.8,1.1,1.1,1,0,0,1,0
2021-03-16 9:09,33.7,18.7,9.9,12.1,10.7,7.7,1.1,1.1,1.1,0,0,1,0
2021-03-16 9:10,34.2,17.5,10.5,11,10.2,7.5,0.8,0.8,0.8,0,0,1,0
2021-03-16 9:10,32.7,20.8,10.1,11.2,9.9,7.5,0.7,0.7,0.7,0,0,1,0
2021-03-16 9:10,42.3,20.2,10.1,13.4,10.3,7.6,0.7,0.7,0.7,0,0,1,0
2021-03-16 9:10,50.4,16.9,9.8,9.8,9.4,7.5,0.8,0.8,0.8,0,0,1,0
2021-03-16 9:10,39.4,17.8,10.2,10,9.3,7.7,0.9,0.9,0.9,0,0,1,0
2021-03-16 9:10,42.6,20.1,9.9,10.4,9.4,7.5,0.7,0.7,0.7,0,0,1,0
2021-03-16 9:10,37,21.4,10.6,11.6,10.2,7.6,1,1,1,0,0,1,0
2021-03-16 9:10,40.4,21.3,10.5,9.9,9.4,7.9,0.8,0.8,0.8,0,0,1,0
2021-03-16 9:10,30.4,19.9,9.6,9,8.7,7.1,0.8,0.8,0.8,0,0,1,0
2021-03-16 9:10,38.2,18.1,9.9,8.7,8.4,7.3,1.1,1.1,1.1,0,0,1,0
2021-03-16 9:11,39,20.8,10.2,12.1,11.1,7.5,0.8,0.8,0.8,0,0,1,0
2021-03-16 9:11,44.2,19.1,10.4,10.4,9.5,7.2,0.7,0.7,0.7,0,0,1,0
2021-03-16 9:11,29.2,15.8,9.6,8.6,8.6,8,1,1,0.8,0,0,1,0
2021-03-16 9:11,46.8,20.5,10.8,8.8,8.7,7.5,0.8,0.8,0.8,0,0,1,0
2021-03-16 9:11,34.6,18.9,10.1,8.4,8.4,7.4,1.5,1.5,1,0,0,1,0
2021-03-16 9:11,41.8,24,10.6,11.8,9.2,7.7,0.8,0.8,0.8,0,0,1,0
2021-03-16 9:11,44.8,21.1,10.1,10.1,9.1,7.6,0.9,0.9,0.9,0,0,1,0
2021-03-16 9:11,41.3,16.8,10.1,10.4,9.4,7.6,0.9,0.9,0.9,0,0,1,0
2021-03-16 9:11,42.9,23.5,10.2,11.5,10.3,7.4,0.9,0.9,0.9,0,0,1,0
2021-03-16 9:11,33.4,18.5,9.9,12,10.2,7.3,1.1,1.1,1.1,0,0,1,0
2021-03-16 9:12,38,19,10.6,11,10.6,8.1,0.9,0.9,0.9,0,0,1,0
2021-03-16 9:12,39.4,20.3,10.7,12.1,9.9,7.4,0.9,0.9,0.9,0,0,1,0
2021-03-16 9:12,37.2,19.3,10.3,7.9,7.9,7.4,0.9,0.9,0.9,0,0,1,0
2021-03-16 9:12,46.5,21.1,10.7,11.5,10.8,7.7,0.9,0.9,0.9,0,0,1,0
2021-03-16 9:12,36.2,17.2,10.1,10.8,8.4,7.6,1.2,1.2,1.2,0,0,1,0
2021-03-16 9:12,53.6,18.5,10.3,12.2,11.4,8.3,1,1,1,0,0,1,0
2021-03-16 9:12,36.3,19.8,9.9,12.6,10.8,8.3,1.3,1.3,0.8,0,0,1,0
2021-03-16 9:12,52.6,18.9,10.7,10.4,8.7,8.2,0.8,0.8,0.8,0,0,1,0
2021-03-16 9:12,34.6,18.9,10,10.6,9.8,8,1.3,1.2,0.8,0,0,1,0
2021-03-16 9:12,49.7,21.8,10.5,11.7,9.5,7.8,1,1,1,0,0,1,0
2021-03-16 9:13,31.7,18.5,10.2,9.8,9.5,8.1,0.7,0.7,0.7,0,0,1,0
2021-03-16 9:13,42.4,18.4,10.2,11.6,11,8.1,1.2,1.2,1,0,0,1,0
2021-03-16 9:13,36.8,20.3,10.6,10.2,9.3,7.8,0.9,0.9,0.9,0,0,1,0
2021-03-16 9:13,37.3,17.9,10.4,8.9,8.6,7.5,1,1,1,0,0,1,0
2021-03-16 9:13,40.7,17.9,10.1,10.5,9.4,7.8,1.1,1.1,0.9,0,0,1,0
2021-03-16 9:13,34.8,20,11,10.6,10,7.7,0.9,0.9,0.9,0,0,1,0
2021-03-16 9:13,41.9,18.5,10.5,12.3,11,8,0.8,0.8,0.8,0,0,1,0
2021-03-16 9:13,41.2,16,10.1,10,9,7.5,0.9,0.9,0.9,0,0,1,0
2021-03-16 9:13,42.2,19.3,9.7,10.3,9.2,7.4,1,1,0.8,0,0,1,0
2021-03-16 9:13,39.6,16.6,10.2,12.6,10.4,7.8,0.9,0.9,0.9,0,0,1,0
2021-03-16 9:14,44.1,20.9,10.3,13.5,11.5,8.1,0.9,0.9,0.9,0,0,1,0
2021-03-16 9:14,38.9,16.5,9.8,11.7,10.9,8.1,0.7,0.7,0.7,0,0,1,0
2021-03-16 9:14,46.8,21.8,10,13.7,12.2,8,0.8,0.8,0.8,0,0,1,0
2021-03-16 9:14,47.3,19.3,9.9,12.3,10.8,7.5,0.9,0.9,0.9,0,0,1,0
2021-03-16 9:14,36.6,17.2,10.1,11.6,10.1,8.2,2.8,2.3,1,0,0,1,0
2021-03-16 9:14,41,20.1,9.9,11.3,10.6,7.5,1,1,1,0,0,1,0
2021-03-16 9:14,55.3,22.3,10.3,12.7,11.3,8.3,0.9,0.9,0.9,0,0,1,0
2021-03-16 9:14,36.9,22.2,10.5,12.1,10.2,7.8,0.9,0.9,0.9,0,0,1,0
2021-03-16 9:14,55.9,23.5,10,11.2,10.6,7.8,0.8,0.8,0.8,0,0,1,0
2021-03-16 9:14,39.8,22.1,10.7,13.9,11.9,8.3,1.6,1.5,0.9,0,0,1,0
2021-03-16 9:15,37.3,16.9,10,12.7,10.2,7.8,1.2,1.2,1.2,0,0,1,0
2021-03-16 9:15,36.1,14.7,10.1,11,9.6,8.1,1.1,1.1,1.1,0,0,1,0
2021-03-16 9:15,39.8,22.4,10.1,11.9,10.5,7.4,0.8,0.8,0.7,0,0,1,0
2021-03-16 9:15,33.3,15.9,10.2,12.1,11,7.9,0.7,0.7,0.7,0,0,1,0
2021-03-16 9:15,42.6,19.8,9.8,16.1,13.5,8.1,1.6,1.5,0.9,0,0,1,0
2021-03-16 9:15,42.9,19.9,10.9,11.1,10.5,8.1,2.2,2.1,1.2,0,0,1,0
2021-03-16 9:15,41.5,19.4,10,12.8,11,8.1,0.8,0.8,0.8,0,0,1,0
2021-03-16 9:15,48,22.3,10.6,10.7,9.7,8,1.3,1.3,1.3,0,0,1,0
2021-03-16 9:15,40,20.8,10,11.6,11.1,8.3,3.6,3,1.9,0,0,1,0
2021-03-16 9:15,44.5,23,11.4,13.7,9.3,7.5,2.6,1.7,1.4,0,0,1,0
2021-03-16 9:16,31.1,18.9,10.2,9.5,8.9,7.8,1.1,1.1,1,0,0,1,0
2021-03-16 9:16,39.2,18.7,10.1,15.1,10.4,7.9,2,1.9,1.4,0,0,1,0
2021-03-16 9:16,47.1,18.9,10.2,11.8,10.9,8.2,2.9,2.9,2.1,0,0,1,0
2021-03-16 9:16,47.2,21.3,10.8,11.5,11,8.5,3.7,3.4,2.1,0,0,1,0
2021-03-16 9:16,37.4,23.3,10.5,13.5,11.3,8.2,2.5,2.4,1.8,0,0,1,0
2021-03-16 9:16,40.9,21.6,10.3,11.1,10.3,8.1,2.3,2.2,1.6,0,0,1,0
2021-03-16 9:16,55.8,22.6,10.1,13.4,11.8,8.3,6.1,5.3,3.2,0,0,1,0
2021-03-16 9:16,34.6,20.1,9.6,11.7,10.3,7.4,4.5,4.5,3.9,0,0,1,0
2021-03-16 9:16,40.7,19.8,10.3,10.7,9.1,7.7,7.4,5.1,3,0,0,1,0
2021-03-16 9:16,34.4,22.3,10.2,11.9,11.8,8.6,1.8,1.8,1.8,0,0,1,0
2021-03-16 9:17,30.6,18.3,10.4,10.8,10,8.1,1.7,1.7,1.5,0,0,1,0
2021-03-16 9:17,43.9,16.9,10.3,11,10.4,7.5,1.6,1.5,0.9,0,0,1,0
2021-03-16 9:17,36.4,19.1,9.9,13.1,11.6,8.2,1.2,1.2,0.9,0,0,1,0
2021-03-16 9:17,35.2,19.5,10.4,13.1,12.1,8.2,1,1,0.7,0,0,1,0
2021-03-16 9:17,37,20.5,10.5,10.9,10.4,7.9,2.2,2.1,1.4,0,0,1,0
2021-03-16 9:17,43.2,24.4,10.2,10.5,9.3,7.4,2,2,1.5,0,0,1,0
2021-03-16 9:17,47.1,19.3,10.1,11.4,10.8,8,1.9,1.9,1.8,0,0,1,0
2021-03-16 9:17,41.2,21,10.3,10.7,9.5,7.8,1.8,1.8,1.8,0,0,1,0
2021-03-16 9:17,40.4,20,10.6,9.4,8.4,7.7,3.3,3.2,2.3,0,0,1,0
2021-03-16 9:17,34.9,18.9,10.1,10.8,10,7.7,5.3,3,2.4,0,0,1,0
2021-03-16 9:18,42.2,19.6,9.7,11.4,9.3,7.7,3.2,3.2,3,0,0,1,0
2021-03-16 9:18,25.4,14.3,10,11,9.7,7.7,3.4,3.4,3.2,0,0,1,0
2021-03-16 9:18,36.4,16.9,9.8,9.2,8.7,7.3,4.5,3.7,3,0,0,1,0
2021-03-16 9:18,34.7,17.2,10.5,11.2,9.9,7.6,6.2,5,3.7,0,0,1,0
2021-03-16 9:18,33.3,18.4,9.9,13,12,7.7,7.4,6.6,4,0,0,1,0
2021-03-16 9:18,54.3,21.6,10.1,10.1,9,7.6,7.8,5.8,3.9,0,0,1,0
2021-03-16 9:18,33.8,19.5,10,9,8.4,7.2,3.6,3.6,3.5,0,0,1,0
2021-03-16 9:18,41.8,17.6,9.7,10.2,9.9,7.7,7.4,4.6,3.7,0,0,1,0
2021-03-16 9:18,41.3,25.1,10.9,11.4,9.7,8.3,5,4.6,3.7,0,0,1,0
2021-03-16 9:18,46.5,21.1,10.2,12.6,11.3,7.9,7.1,6.7,4.2,0,0,1,0
2021-03-16 9:19,35.2,19.8,10,10.8,10,8.2,6.3,5.2,4,0,0,1,0
2021-03-16 9:19,42.6,20.7,9.9,8.9,8.7,7.3,4.1,4.1,4,0,0,1,0
2021-03-16 9:19,46.2,21.3,10.8,6.7,6.7,6.3,7.3,5.3,3.7,0,0,1,0
2021-03-16 9:19,44.4,25.3,10.3,12.8,9.9,7.2,6.2,5.5,4.4,0,0,1,0
2021-03-16 9:19,41.7,19.5,10.2,9.7,9.1,7.3,8.9,7.3,4.6,0,0,1,0
2021-03-16 9:19,43.5,23.5,10.8,9.3,8.8,6.7,9.6,6.1,4.3,0,0,1,0
2021-03-16 9:19,47,18.6,10,9.2,8.5,7.6,7.7,5.8,4.7,0,0,1,0
2021-03-16 9:19,44.7,21,10.3,12.1,9.9,7.9,6.7,6,4.6,0,0,1,0
2021-03-16 9:19,38.8,19.7,9.8,6.4,6.4,6.2,9.3,7.7,4.4,0,0,1,0
2021-03-16 9:19,44,20.3,10.5,7.4,7.2,6.2,4.4,4.4,4.2,0,0,1,0
2021-03-16 9:20,42.2,19.8,10,8.4,8.4,7.3,6.4,5.5,4.5,0,0,1,0
2021-03-16 9:20,47.6,20,10.3,9.2,9,7.5,6.8,5.7,4.1,0,0,1,0
2021-03-16 9:20,87.1,19.5,10.2,7.1,7.1,6.7,6.9,5.6,4.1,0,0,1,0
2021-03-16 9:20,60,21.8,10.1,10.6,7.7,6.8,8.1,5.7,4.2,0,0,1,0
2021-03-16 9:20,46.4,15.4,9.5,10.8,9.2,7,4.4,4.4,4.2,0,0,1,0
2021-03-16 9:20,70.1,23.1,10.1,12.7,8.6,7,5.2,5.2,4.4,0,0,1,0
2021-03-16 9:20,39.9,18.5,10,8.4,8.4,7.3,4.5,4.5,4.3,0,0,1,0
2021-03-16 9:20,34.5,21.1,10.7,11.1,9.9,7.4,6,5.4,4,0,0,1,0
2021-03-16 9:20,45.3,22.1,10.3,10.2,9.2,8,7.3,5.5,4.4,0,0,1,0
2021-03-16 9:20,51.1,20.9,10.2,8.6,8.1,6.9,7.8,6,4.4,0,0,1,0
2021-03-16 9:21,51.6,24.9,10.5,10.9,8.8,6.9,4.3,4.3,3.9,0,0,1,0
2021-03-16 9:21,58,24.1,10.8,9.4,8.4,7.4,9.4,5.8,4.4,0,0,1,0
2021-03-16 9:21,44,19.9,9.8,9.4,9,6.7,5.9,4.8,4.1,0,0,1,0
2021-03-16 9:21,50.1,20.1,10.4,9.8,8.6,7.1,7.3,6,4.7,0,0,1,0
2021-03-16 9:21,52.4,22,10.1,11.1,9.7,6.8,5.6,5.4,4.4,0,0,1,0
2021-03-16 9:21,52.2,20.8,11.1,7.9,7.9,7.3,5.6,4.7,4.3,0,0,1,0
2021-03-16 9:21,41.5,18.6,9.9,7.6,7.3,6,5.4,5.4,4.5,0,0,1,0
2021-03-16 9:21,41.9,20.3,10.6,9.7,9,7.2,7.1,5.7,4.7,0,0,1,0
2021-03-16 9:21,41.5,19.7,10,8.6,8.3,6,8,7.2,4.5,0,0,1,0
2021-03-16 9:21,48.3,22.3,10.4,10.2,9.3,6.7,4.5,4.5,4.5,0,0,1,0
2021-03-16 9:22,46.1,19.6,10.3,8.7,7.7,7,6.2,5.2,3.9,0,0,1,0
2021-03-16 9:22,60.1,26.6,10.2,10.3,9.5,7.5,5.7,5.3,4.2,0,0,1,0
2021-03-16 9:22,37.6,17,9.8,6.7,6.7,6.2,6.1,5,4.3,0,0,1,0
2021-03-16 9:22,43.9,16.5,10.1,6.5,6.5,6.1,5.4,5.4,4.7,0,0,1,0
2021-03-16 9:22,38.5,21,10.3,11.2,10.6,7.4,6.1,5.8,4.4,0,0,1,0
2021-03-16 9:22,60.9,20.8,9.8,9.6,9.1,6.5,6.4,5.2,4.6,0,0,1,0
2021-03-16 9:22,41.4,19.7,10.5,8.2,7.9,7,7.7,7.2,4.9,0,0,1,0
2021-03-16 9:22,42,20.7,10.1,6.7,6.6,5.6,7.5,6.6,4.4,0,0,1,0
2021-03-16 9:22,47.2,22.1,9.9,7.5,7.5,6.9,8.9,5.7,4.4,0,0,1,0
2021-03-16 9:22,48.8,23.4,10.3,8.7,7.7,6.9,8.3,6.1,4.3,0,0,1,0
2021-03-16 9:23,60.8,19.9,10.4,7.5,7.5,7.2,10.9,6.5,4.7,0,0,1,0
2021-03-16 9:23,41.4,19.2,10,11.9,10.8,7.3,6.2,5.6,4.3,0,0,1,0
2021-03-16 9:23,48.2,25.6,10.6,9.1,8.6,7.1,8.2,6.1,4.4,0,0,1,0
2021-03-16 9:23,60.7,20.4,10.4,11.4,10.2,6.7,7.4,6.7,5,0,0,1,0
2021-03-16 9:23,49.3,25.3,10.7,7.8,6.4,5.1,5.6,5.5,4.3,0,0,1,0
2021-03-16 9:23,40.4,19.9,10.9,6.3,6.3,5.8,4.5,4.5,4.2,0,0,1,0
2021-03-16 9:23,35.5,19.4,9.9,9.1,7.8,5.8,5.3,5.3,4.3,0,0,1,0
2021-03-16 9:23,34.8,15.6,10.5,5.8,5.6,5.1,7.1,5.9,4.4,0,0,1,0
2021-03-16 9:23,39.7,21.7,9.9,9.9,9.5,8,5.5,5,4.3,0,0,1,0
2021-03-16 9:23,41.3,19.1,10.3,8.4,8.1,7.2,6,6,5.2,0,0,1,0
2021-03-16 9:24,38.9,19.4,10.7,7.6,7.6,6.9,5.1,5.1,4.9,0,0,1,0
2021-03-16 9:24,33.8,17.3,10.5,8.8,8.6,7.3,7.3,6.2,4.9,0,0,1,0
2021-03-16 9:24,39.5,21.4,9.9,9.7,9.1,7.3,7.1,6.5,4.9,0,0,1,0
2021-03-16 9:24,47.3,16.8,10,9.9,9.4,7.7,7.2,6.6,4.8,0,0,1,0
2021-03-16 9:24,40.2,19.7,11,3.3,3.3,3.1,6.6,6.2,4.3,0,0,1,0
2021-03-16 9:24,41.6,23.6,10.6,10.9,10,7.7,8.8,7.2,4.4,0,0,1,0
2021-03-16 9:24,43.5,20.6,10.1,11.9,10.8,7.5,5.6,5.6,4.7,0,0,1,0
2021-03-16 9:24,44.9,21.3,10.5,6.3,6.3,5.8,6.1,5.8,4.6,0,0,1,0
2021-03-16 9:24,52.2,25.6,10.2,8.1,8.1,7.4,7.6,6.5,4.8,0,0,1,0
2021-03-16 9:24,38.7,21.6,10,9.8,9.1,6.7,7.4,5.6,5,0,0,1,0
2021-03-16 9:25,40.7,19.3,10.1,9.6,7.7,7,8.3,7.8,4.8,0,0,1,0
2021-03-16 9:25,53.9,23.1,10.7,8.6,8.4,7.4,7.8,7,4.9,0,0,1,0
2021-03-16 9:25,67.5,23.3,9.9,6.4,6.4,5.8,6.6,6.2,4.9,0,0,1,0
2021-03-16 9:25,40.1,17.6,9.5,8.2,7.6,5.6,6.7,6.4,4.5,0,0,1,0
2021-03-16 9:25,42.4,19.5,10.5,5.1,4.8,3.8,5,5,4.7,0,0,1,0
2021-03-16 9:25,40.3,15.9,10.2,8.5,8.2,7.2,5.5,5.5,4.8,0,0,1,0
2021-03-16 9:25,36.1,19.1,9.9,6.4,6.4,5.8,6.1,5.7,4.4,0,0,1,0
2021-03-16 9:25,46.1,16.4,9.7,7.4,7.3,6.1,6.4,6.2,4.8,0,0,1,0
2021-03-16 9:25,43,23.7,10.5,8.2,8.1,7,8,7.6,4.7,0,0,1,0
2021-03-16 9:25,45.6,19.1,10.3,9.5,9.1,6.8,4.7,4.7,4.7,0,0,1,0
2021-03-16 9:26,52.8,25.3,10.8,6.4,6.4,5.7,8.2,6.3,4.4,0,0,1,0
2021-03-16 9:26,51.5,23.1,10.8,8.2,8,6.2,6.5,5.5,4.5,0,0,1,0
2021-03-16 9:26,33.4,14.9,9.8,6.7,6.4,5.4,6.7,6.5,4.8,0,0,1,0
2021-03-16 9:26,26.4,16.3,10.9,9.3,8.7,5.7,7.7,6.2,4.4,0,0,1,0
2021-03-16 9:26,46.5,22.5,10.3,9.1,8.5,6.5,6.2,5.8,4.9,0,0,1,0
2021-03-16 9:26,40.3,19.8,10.4,7,6.9,6.1,7.3,6.1,4.4,0,0,1,0
2021-03-16 9:26,51.7,21.9,10.6,7.3,7.3,6.9,7.2,6,4.5,0,0,1,0
2021-03-16 9:26,57.3,20.8,10.2,8.4,7.2,5.7,7.4,6.9,4.7,0,0,1,0
2021-03-16 9:26,56.5,21.3,10.7,9.2,8.8,7.1,7.9,7,4.7,0,0,1,0
2021-03-16 9:26,28.1,16.4,9.9,7.4,6.9,4.9,5.6,5.2,4.4,0,0,1,0
2021-03-16 9:27,40.8,21.3,10.5,9.9,9.4,7.2,4.9,4.9,4.6,0,0,1,0
2021-03-16 9:27,49.7,18.9,9.6,9.5,8.4,7.6,6.6,5.6,4.9,0,0,1,0
2021-03-16 9:27,30.1,17,10.2,5.9,5.9,5.8,6.2,4.9,4.3,0,0,1,0
2021-03-16 9:27,41.2,20.3,10.3,4.2,4.2,4.1,7.1,6.4,4.7,0,0,1,0
2021-03-16 9:27,42.9,20.2,10.2,6.3,6.3,6,6.1,5.3,4.5,0,0,1,0
2021-03-16 9:27,38.5,18.1,10.5,7.8,7.4,6.3,4.3,4.3,4.1,0,0,1,0
2021-03-16 9:27,41.4,20.9,10.3,8.6,6.2,4.7,5.3,5.2,4.5,0,0,1,0
2021-03-16 9:27,47.4,20.8,10.3,4.2,4.2,3.9,6.8,6.1,4.3,0,0,1,0
2021-03-16 9:27,37.5,18.4,9.7,8.1,7.6,5.5,7.3,6.1,4.1,0,0,1,0
2021-03-16 9:27,28.5,17.9,10.2,5.3,5.3,5,5.1,5.1,4.8,0,0,1,0
2021-03-16 9:28,34,19.9,9.7,3.6,3.6,3.4,7,6.5,4.7,0,0,1,0
2021-03-16 9:28,66.4,22.1,10.8,8.6,8.2,6.9,4.7,4.7,4.6,0,0,1,0
2021-03-16 9:28,40.1,21,10.9,7.7,6.2,3.5,7.5,6.8,4.5,0,0,1,0
2021-03-16 9:28,38.9,19.5,10.9,6,6,5.5,5.1,5.1,4.8,0,0,1,0
2021-03-16 9:28,39.6,21.3,10.3,5.4,5.2,3.5,5.4,5.2,4.4,0,0,1,0
2021-03-16 9:28,46.1,20.2,10.2,8.8,7.6,5.5,6.1,6,4.5,0,0,1,0
2021-03-16 9:28,41.3,21.9,10.1,4.4,4.3,3.8,7,5.4,4.7,0,0,1,0
